"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"1504";"1688";"5";"jabat kemenpora jadi sangka suap dana hibah koni";"None"
"1505";"1689";"5";"kpk endus duga korupsi di kemenpora";"None"
"1506";"1690";"5";"peran pt waskita proyek fiktif selidik";"None"
"1507";"1691";"5";"kpk minta beri remisi ketat";"None"
"1508";"1692";"5";"eks petinggi universitas udayana tuntut tahun bui";"None"
"1509";"1693";"5";"ott panjang cetak sejarah";"None"
"1510";"1694";"5";"habib bahar aktor utama aniaya anak";"None"
"1511";"1695";"5";"wartawan minta lebih sensitif hadap berita anak";"None"
"1512";"1696";"5";"kode suap meikarta santa tina toon";"None"
"1514";"1698";"5";"korupsi dana hibah masuk rekening jabat kemenpora";"None"
"1515";"1699";"5";"billy sindoro dikdawa suap bupati bekas rp miliar";"None"
"1516";"1700";"5";"legislator daerah paling malas lapor harta kaya";"None"
"1517";"1701";"5";"jokowi blak-blakan soal kriminalisasi ulama madura";"None"
"1518";"1702";"5";"kadiv p perum jasa tirta ii periksa kpk";"None"
"1519";"1703";"5";"bukti temu dirut pln sangka tajam";"None"
"1520";"1704";"5";"praperadilan jaksa chuck suryosumpeno tolak";"None"
"1521";"1705";"5";"deputi iv prestasi olahraga duga libat korupsi kemenpora";"None"
"1522";"1706";"5";"uang rp juta aman ott kemenpora";"None"
"1523";"1707";"5";"ott duga kait dana hibah koni";"None"
"1524";"1708";"5";"kpk kabar tangkap jabat kemenpora";"None"
"1525";"1709";"5";"ahmad sudiro pilih jadi ketua umum badapski";"None"
"1526";"1710";"5";"polri bentuk satgas berantas mafia sepak bola";"None"
"1527";"1711";"5";"kpk tetap bupati mojokerto sangka cuci uang";"None"
"1528";"1712";"5";"taufik ungkap alir suap pan";"None"
"1529";"1713";"5";"kpk kumpul bukti jerat dirut pln";"None"
"1530";"1714";"5";"novanto tak tahu bilik asmara";"None"
"1531";"1715";"5";"habib bahar periksa atas kasus keras anak";"None"
"1532";"1716";"5";"novanto tak tahu bakal guyur rp miliar";"None"
"1533";"1717";"5";"kotjo sebut novanto jasa proyek pltu riau-i";"None"
"1534";"1718";"5";"empat petinggi pt waskita karya cegah";"None"
"1535";"1719";"5";"novanto prihatin irvanto hukum tahun penjara";"None"
"1536";"1720";"5";"berkas perkara bahar smith segera rampung";"None"
"1538";"1722";"5";"jumlah petinggi waskita langsung periksa intensif";"None"
"1539";"1723";"5";"petinggi pt smelting periksa kasus suap pltu riau-i";"None"
"1540";"1724";"5";"novanto johannes kotjo saksi eni";"None"
"1541";"1725";"5";"kpk bidik pt waskita karya korupsi proyek";"None"
"1542";"1726";"5";"sangka bantah satu adegan rekonstruksi keroyok tni ciracas";"None"
"1543";"1727";"6";"bahan baku sabu rp m musnah";"None"
"1549";"1733";"6";"susun apbdes kerap standar ganda";"None"
"1550";"1734";"6";"bpom kepri tarik tiga produk sarden duga kandung cacing";"None"
"1551";"1735";"6";"labuh sulut jadi jalur selundup";"None"
"1552";"1736";"6";"syahrul yasin limpo gabung nasdem";"None"
"1553";"1737";"6";"ap ii kick andy foundation kaki palsu tangerang";"None"
"1554";"1738";"6";"hari matahari tepat atas kepala";"None"
"1555";"1739";"6";"kendara bupati abdul latif simpan rupbasan tangerang";"None"
"1556";"1740";"6";"polda sulsel enggan gegabah usut kasus abu tours";"None"
"1557";"1741";"6";"limbah jagung sumbawa lirik negara";"None"
"1558";"1742";"6";"sumur resap bantu pulih sumber mata air senjoyo";"None"
"1560";"1744";"6";"sumbawa target produksi jagung juta ton";"None"
"1561";"1745";"6";"kg bombai nigeria cegah masuk indonesia";"None"
"1562";"1746";"6";"bahan baku sabu rp m musnah";"None"
"1568";"1752";"6";"susun apbdes kerap standar ganda";"None"
"1569";"1753";"6";"bpom kepri tarik tiga produk sarden duga kandung cacing";"None"
"1570";"1754";"6";"labuh sulut jadi jalur selundup";"None"
"1571";"1755";"6";"syahrul yasin limpo gabung nasdem";"None"
"1572";"1756";"6";"ap ii kick andy foundation kaki palsu tangerang";"None"
"1573";"1757";"6";"hari matahari tepat atas kepala";"None"
"1574";"1758";"6";"kendara bupati abdul latif simpan rupbasan tangerang";"None"
"1575";"1759";"6";"polda sulsel enggan gegabah usut kasus abu tours";"None"
"1576";"1760";"6";"limbah jagung sumbawa lirik negara";"None"
"1577";"1761";"6";"sumur resap bantu pulih sumber mata air senjoyo";"None"
"1579";"1763";"6";"sumbawa target produksi jagung juta ton";"None"
"1580";"1764";"6";"kg bombai nigeria cegah masuk indonesia";"None"
"1581";"1765";"6";"bahan baku sabu rp m musnah";"None"
"1587";"1771";"6";"susun apbdes kerap standar ganda";"None"
"1588";"1772";"6";"bpom kepri tarik tiga produk sarden duga kandung cacing";"None"
"1589";"1773";"6";"labuh sulut jadi jalur selundup";"None"
"1590";"1774";"6";"syahrul yasin limpo gabung nasdem";"None"
"1591";"1775";"6";"ap ii kick andy foundation kaki palsu tangerang";"None"
"1592";"1776";"6";"hari matahari tepat atas kepala";"None"
"1593";"1777";"6";"kendara bupati abdul latif simpan rupbasan tangerang";"None"
"1594";"1778";"6";"polda sulsel enggan gegabah usut kasus abu tours";"None"
"1595";"1779";"6";"limbah jagung sumbawa lirik negara";"None"
"1596";"1780";"6";"sumur resap bantu pulih sumber mata air senjoyo";"None"
"1598";"1782";"6";"sumbawa target produksi jagung juta ton";"None"
"1599";"1783";"6";"kg bombai nigeria cegah masuk indonesia";"None"
